anio,mes,VPU,fob_dolar,pos_ncm,sector,provincia,nombre_importador,primer_periodo,ultimo_periodo
2026,2,Parque Eólico Olavarría,75878.07,7208.51.00,Energía,Buenos Aires,RIGI - GENERACION ELECTRICA AR,202511,202607
2026,2,Parque Eólico Olavarría,130972.72,7208.51.00,Energía,Buenos Aires,RIGI - GENERACION ELECTRICA AR,202511,202607
2026,2,Parque Eólico Olavarría,160532.16,7208.51.00,Energía,Buenos Aires,RIGI - GENERACION ELECTRICA AR,202511,202607
2026,2,Parque Eólico Olavarría,195739.06,7208.51.00,Energía,Buenos Aires,RIGI - GENERACION ELECTRICA AR,202511,202607
2026,2,Parque Eólico Olavarría,80329.57,7308.90.90,Energía,Buenos Aires,RIGI - GENERACION ELECTRICA AR,202511,202607
2026,1,Proyecto Rincón,46.16,7318.22.00,Minería,Salta,RIGI - RINCON MINING PTY LIMIT,202507,202607
2026,1,Proyecto Rincón,34350.96,3917.21.00,Minería,Salta,RIGI - RINCON MINING PTY LIMIT,202507,202607
2026,1,Proyecto Rincón,2048.4,3917.21.00,Minería,Salta,RIGI - RINCON MINING PTY LIMIT,202507,202607
2026,1,Proyecto Rincón,944,3917.40.90,Minería,Salta,RIGI - RINCON MINING PTY LIMIT,202507,202607
2026,1,Proyecto Rincón,294.36,3917.40.90,Minería,Salta,RIGI - RINCON MINING PTY LIMIT,202507,202607
2026,1,Proyecto Rincón,10300.68,3917.21.00,Minería,Salta,RIGI - RINCON MINING PTY LIMIT,202507,202607
2026,2,Vaca Muerta Oleoducto Sur (VMOS),12165.2,3917.40.90,Petróleo y Gas,Río Negro,RIGI - VMOS S. A.             ,202505,202607
2026,2,Vaca Muerta Oleoducto Sur (VMOS),16090.12,7304.19.00,Petróleo y Gas,Río Negro,RIGI - VMOS S. A.             ,202505,202607
2026,2,Vaca Muerta Oleoducto Sur (VMOS),21.56,7307.93.00,Petróleo y Gas,Río Negro,RIGI - VMOS S. A.             ,202505,202607
2026,2,Vaca Muerta Oleoducto Sur (VMOS),63.81,7307.93.00,Petróleo y Gas,Río Negro,RIGI - VMOS S. A.             ,202505,202607
2026,2,Vaca Muerta Oleoducto Sur (VMOS),9234.96,7307.93.00,Petróleo y Gas,Río Negro,RIGI - VMOS S. A.             ,202505,202607
2026,2,Vaca Muerta Oleoducto Sur (VMOS),11661.53,7307.93.00,Petróleo y Gas,Río Negro,RIGI - VMOS S. A.             ,202505,202607
2026,2,Vaca Muerta Oleoducto Sur (VMOS),246989,7304.39.90,Petróleo y Gas,Río Negro,RIGI - VMOS S. A.             ,202505,202607
2026,2,Vaca Muerta Oleoducto Sur (VMOS),148010.64,7307.93.00,Petróleo y Gas,Río Negro,RIGI - VMOS S. A.             ,202505,202607
